Age,EdLevel,Employment,WorkExp,YearsCode,DevType,OrgSize,ICorPM,RemoteWork,Industry,Country,CompTotal,LanguageHaveWorkedWith,DatabaseChoice,DatabaseHaveWorkedWith,ConvertedCompYearly,ConvertedCompYearly_w
18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,2.0,8.0,Data or business analyst,"1,000 to 4,999 employees",Individual contributor,In-person,Banking/Financial Services,Colombia,22000000.0,Python;SQL;VBA,Yes,Microsoft SQL Server,5383.0,5383.0
25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,13.0,13.0,Data scientist,"10,000 or more employees",Individual contributor,In-person,Manufacturing,United States of America,120000.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;R;SQL,Yes,Microsoft SQL Server;PostgreSQL;Snowflake;SQLite,120000.0,120000.0
25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",8.0,9.0,Data engineer,nan,nan,nan,Software Development,Germany,130000.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript;Mojo,Yes,Databricks SQL;Microsoft SQL Server;MySQL;PostgreSQL;Snowflake;SQLite,150819.0,150819.0
55-64 years old,"Associate degree (A.A., A.S., etc.)",Employed,30.0,30.0,Data engineer,20 to 99 employees,Individual contributor,Remote,"Transportation, or Supply Chain",United Kingdom of Great Britain and Northern Ireland,45000.0,Python;SQL,Yes,Microsoft SQL Server,61264.0,61264.0
25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,4.0,22.0,Data engineer,100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Energy,United States of America,95000.0,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;Visual Basic (.Net),Yes,Microsoft SQL Server;MongoDB;Redis,95000.0,95000.0
18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,1.0,4.0,Data engineer,Less than 20 employees,Individual contributor,In-person,Software Development,United States of America,107000.0,Bash/Shell (all shells);JavaScript;Python;SQL,Yes,Microsoft SQL Server,107000.0,107000.0
18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",5.0,7.0,Data engineer,nan,nan,nan,Software Development,Ukraine,2700000.0,Python;SQL,Yes,DuckDB;MongoDB;PostgreSQL;Redis;SQLite,64709.0,64709.0
45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,22.0,30.0,Data engineer,"10,000 or more employees",Individual contributor,Remote,Higher Education,United Kingdom of Great Britain and Northern Ireland,50000.0,Bash/Shell (all shells);C++;MATLAB;Python;SQL,Yes,PostgreSQL,68071.0,68071.0
35-44 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,12.0,23.0,Data or business analyst,"5,000 to 9,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)","Transportation, or Supply Chain",United Kingdom of Great Britain and Northern Ireland,40000.0,Assembly;C;HTML/CSS;PowerShell;Python;SQL,Yes,SQLite,54457.0,54457.0
35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15.0,25.0,Data engineer,100 to 499 employees,People manager,In-person,Other:,United States of America,144580.0,HTML/CSS;JavaScript;PowerShell;Python;R;SQL,Yes,BigQuery;PostgreSQL;Amazon Redshift,144580.0,144580.0
25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,1.0,10.0,Data scientist,Less than 20 employees,Individual contributor,Remote,Other:,Austria,40000.0,HTML/CSS;MicroPython;Python,Yes,BigQuery;MySQL,46406.0,46406.0
35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,24.0,20.0,Data scientist,"10,000 or more employees",Individual contributor,Remote,Media & Advertising Services,United States of America,240000.0,Bash/Shell (all shells);JavaScript;Python;SQL,Yes,BigQuery;Cloud Firestore;Cosmos DB;Databricks SQL;Elasticsearch;Neo4J;PostgreSQL;Redis;Snowflake;SQLite,240000.0,240000.0
45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15.0,15.0,Data or business analyst,20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Banking/Financial Services,United Kingdom of Great Britain and Northern Ireland,60000.0,SQL;Swift;VBA;Visual Basic (.Net),Yes,Cosmos DB;Microsoft Access;Microsoft SQL Server,81685.0,81685.0
35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15.0,17.0,Data engineer,20 to 99 employees,Individual contributor,Remote,Software Development,Colombia,60000000.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Kotlin;PHP;PowerShell;Python;SQL;TypeScript,Yes,MariaDB;Microsoft SQL Server;MySQL;SQLite,14681.0,14681.0
45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15.0,42.0,Data scientist,Less than 20 employees,Individual contributor,Remote,Government,United States of America,120000.0,Bash/Shell (all shells);C;C++;HTML/CSS;Java;MicroPython;Python;R;SQL,Yes,Oracle,120000.0,120000.0
25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,7.0,10.0,Data engineer,"10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Manufacturing,Switzerland,128000.0,PowerShell;Python;SQL,Yes,MariaDB;Microsoft SQL Server;MongoDB;MySQL;SQLite,158711.0,158711.0
25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4.0,15.0,Data or business analyst,"10,000 or more employees",Individual contributor,In-person,Higher Education,United States of America,55000.0,Bash/Shell (all shells);HTML/CSS;Python;R;SQL;VBA,Yes,Microsoft SQL Server;Oracle,55000.0,55000.0
45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,17.0,29.0,Data engineer,Less than 20 employees,Individual contributor,Remote,Software Development,United States of America,180000.0,Bash/Shell (all shells);Python;SQL,Yes,BigQuery;Databricks SQL;PostgreSQL;Redis;SQLite;Amazon Redshift,180000.0,180000.0
25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6.0,9.0,Data engineer,500 to 999 employees,Individual contributor,Remote,Software Development,Ukraine,1889400.0,Bash/Shell (all shells);Python;SQL,Yes,BigQuery,45282.0,45282.0
55-64 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,30.0,30.0,Data scientist,100 to 499 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Manufacturing,Argentina,50000000.0,PHP;Python;R;Rust,Yes,DuckDB;Firebase Realtime Database;MariaDB;MySQL;Redis;SQLite;Supabase,42653.0,42653.0
35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,13.0,19.0,Data scientist,20 to 99 employees,People manager,Remote,Media & Advertising Services,United States of America,165000.0,Bash/Shell (all shells);C#;HTML/CSS;PowerShell;Python;R;SQL;Visual Basic (.Net),Yes,BigQuery;DuckDB;Microsoft SQL Server;MySQL;SQLite,165000.0,165000.0
25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,7.0,10.0,Data scientist,"1,000 to 4,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Energy,United States of America,135000.0,Bash/Shell (all shells);Python,No,nan,135000.0,135000.0
25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,11.0,15.0,Data engineer,Less than 20 employees,Individual contributor,Remote,Computer Systems Design and Services,United States of America,144000.0,Bash/Shell (all shells);JavaScript;Python;SQL,Yes,PostgreSQL;Snowflake;SQLite,144000.0,144000.0
18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,5.0,13.0,Database administrator or engineer,"10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Banking/Financial Services,Germany,50000.0,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Python;SQL;TypeScript,Yes,PostgreSQL,58007.0,58007.0
25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6.0,10.0,Data engineer,20 to 99 employees,People manager,In-person,Fintech,Côte d'Ivoire,19200000.0,Dart;JavaScript;PHP;Python;SQL,Yes,MySQL;PostgreSQL;Redis;Clickhouse,33966.0,33966.0
25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,2.0,3.0,Data engineer,20 to 99 employees,Individual contributor,In-person,Software Development,United States of America,110000.0,Bash/Shell (all shells);C#;Java;JavaScript;Python;SQL,Yes,MariaDB;Microsoft SQL Server;MongoDB;Oracle;PostgreSQL;Snowflake,110000.0,110000.0
45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,27.0,30.0,Data scientist,100 to 499 employees,Individual contributor,Remote,Software Development,United States of America,190000.0,HTML/CSS;Python,No,nan,190000.0,190000.0
25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,9.0,7.0,Data scientist,"1,000 to 4,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Higher Education,United States of America,120000.0,Python;R;SQL;VBA,Yes,DuckDB;IBM DB2;Microsoft SQL Server;MySQL;Snowflake,120000.0,120000.0
45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,22.0,22.0,Data engineer,20 to 99 employees,Individual contributor,Remote,Software Development,United States of America,116000.0,C#;JavaScript;PowerShell;R;SQL,Yes,Microsoft SQL Server;MySQL;SQLite,116000.0,116000.0
45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,21.0,18.0,Data engineer,"10,000 or more employees",Individual contributor,Remote,Other:,United States of America,180000.0,Python;SQL,Yes,BigQuery,180000.0,180000.0
25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,7.0,8.0,Data engineer,"1,000 to 4,999 employees",Individual contributor,Remote,Energy,United States of America,93000.0,JavaScript;Python;SQL,Yes,Dynamodb;MySQL;PostgreSQL,93000.0,93000.0
35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,14.0,18.0,Data engineer,"10,000 or more employees",Individual contributor,Remote,Healthcare,Portugal,250000.0,HTML/CSS;JavaScript;PowerShell;Python;SQL,Yes,BigQuery;Cloud Firestore;Microsoft SQL Server,290037.0,290037.0
35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,9.0,12.0,Data engineer,"10,000 or more employees",Individual contributor,Remote,Energy,United States of America,200000.0,Bash/Shell (all shells);Python;SQL,Yes,Dynamodb;InfluxDB;MariaDB;MySQL,200000.0,200000.0
45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,24.0,27.0,Data engineer,"10,000 or more employees",Individual contributor,Remote,Healthcare,United States of America,255000.0,Bash/Shell (all shells);C++;Python;Scala;SQL,Yes,Databricks SQL;Snowflake,255000.0,255000.0
55-64 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,27.0,30.0,Data or business analyst,500 to 999 employees,Individual contributor,In-person,Government,Australia,109119.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;VBA,Yes,Microsoft SQL Server;PostgreSQL;SQLite,70938.0,70938.0
25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",2.0,7.0,Data engineer,"10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Australia,24000.0,Bash/Shell (all shells);C;C#;C++;PowerShell;Python,Yes,nan,15602.0,15602.0
25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12.0,13.0,Data engineer,"5,000 to 9,999 employees",Individual contributor,Remote,Government,United States of America,87000.0,Bash/Shell (all shells);COBOL;PowerShell;Python;SQL,Yes,Microsoft Access;Microsoft SQL Server;Oracle,87000.0,87000.0
18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,,2.0,Data or business analyst,20 to 99 employees,Individual contributor,In-person,Media & Advertising Services,Sri Lanka,480000.0,HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL;TypeScript,Yes,MongoDB;MySQL;PostgreSQL;Redis,1599.0,1599.0
45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,28.0,24.0,Data engineer,"1,000 to 4,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Mexico,1080000.0,nan,Yes,Microsoft SQL Server;MongoDB,56850.0,56850.0
18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,2.0,5.0,Data engineer,"10,000 or more employees",Individual contributor,In-person,"Transportation, or Supply Chain",India,700000.0,Go;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Yes,Databricks SQL;PostgreSQL,8137.0,8137.0
35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,8.0,12.0,Data scientist,"10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Israel,700000.0,Python;R,No,nan,205900.0,205900.0
18-24 years old,Some college/university study without earning a degree,Employed,4.0,7.0,Data engineer,"1,000 to 4,999 employees",Individual contributor,Remote,Software Development,Spain,55000.0,Java;Python;Scala;SQL,Yes,nan,63808.0,63808.0
25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,5.0,6.0,Data scientist,20 to 99 employees,Individual contributor,Remote,Other:,United Kingdom of Great Britain and Northern Ireland,40000.0,Python;Rust,Yes,MongoDB;Neo4J;PostgreSQL;Redis;SQLite,54457.0,54457.0
25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,3.0,13.0,Data scientist,"1,000 to 4,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Manufacturing,France,36000.0,Python;R,Yes,MariaDB;Microsoft SQL Server,41765.0,41765.0
35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,11.0,18.0,Data engineer,"1,000 to 4,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Other:,Malta,61000.0,HTML/CSS;Java;PHP;Python;SQL,Yes,Databricks SQL;Microsoft SQL Server;MySQL;Oracle;PostgreSQL,70769.0,70769.0
35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10.0,18.0,Data engineer,20 to 99 employees,Individual contributor,Remote,Energy,Italy,76000.0,Python,Yes,BigQuery;DuckDB;PostgreSQL;Clickhouse,88171.0,88171.0
18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,2.0,8.0,Data scientist,"1,000 to 4,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Insurance,United Kingdom of Great Britain and Northern Ireland,34500.0,Bash/Shell (all shells);HTML/CSS;Java;Python;R;Scala;SQL,Yes,Databricks SQL,46969.0,46969.0
35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,17.0,10.0,Data or business analyst,"1,000 to 4,999 employees",nan,nan,Other:,Rwanda,25000.0,Python;R;SQL,Yes,PostgreSQL;Snowflake,25000.0,25000.0
35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,7.0,20.0,Data scientist,500 to 999 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Healthcare,United Kingdom of Great Britain and Northern Ireland,37500.0,C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Yes,Microsoft SQL Server;PostgreSQL,51053.0,51053.0
18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,2.0,7.0,Data scientist,500 to 999 employees,Individual contributor,In-person,"Transportation, or Supply Chain",United States of America,75000.0,Bash/Shell (all shells);C#;GDScript;HTML/CSS;JavaScript;PowerShell;Python;SQL,Yes,DuckDB;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,75000.0,75000.0
35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",10.0,5.0,Data or business analyst,Less than 20 employees,People manager,"Hybrid (some remote, leans heavy to in-person)","Internet, Telecomm or Information Services",Sri Lanka,18000.0,Java;JavaScript,Yes,BigQuery,18000.0,18000.0
35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,11.0,10.0,Data scientist,"1,000 to 4,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Government,France,8110.0,Python;R;SQL,Yes,DuckDB;PostgreSQL,9409.0,9409.0
35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,15.0,Data scientist,Less than 20 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Software Development,Italy,35000.0,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python,Yes,Elasticsearch;MySQL;PostgreSQL,40605.0,40605.0
35-44 years old,Some college/university study without earning a degree,Employed,13.0,18.0,Data or business analyst,"10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Banking/Financial Services,United Kingdom of Great Britain and Northern Ireland,80000.0,Assembly;C++;Python;SQL;VBA,Yes,DuckDB;Oracle;SQLite,108913.0,108913.0
25-34 years old,"Associate degree (A.A., A.S., etc.)",Not employed,4.0,3.0,Data or business analyst,nan,nan,nan,nan,United States of America,120000.0,Bash/Shell (all shells);PowerShell;Python;R;SQL;VBA,Yes,Databricks SQL;Microsoft SQL Server,120000.0,120000.0
25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12.0,21.0,Data engineer,100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Banking/Financial Services,Canada,250000.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Python;R;SQL,Yes,Dynamodb;Elasticsearch;Microsoft SQL Server;MySQL;PostgreSQL;Snowflake;SQLite,182396.0,182396.0
25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,2.0,9.0,Data scientist,"10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Government,United Kingdom of Great Britain and Northern Ireland,42000.0,Python,Yes,nan,57179.0,57179.0
45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,28.0,8.0,Data scientist,20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Other:,United Kingdom of Great Britain and Northern Ireland,125000.0,Python;R,Yes,nan,170177.0,170177.0
35-44 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Independent contractor, freelancer, or self-employed",15.0,18.0,Data engineer,20 to 99 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Other:,Spain,150000.0,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL,Yes,BigQuery;Dynamodb;MariaDB;MongoDB;MySQL;PostgreSQL;Snowflake;Amazon Redshift,1744.0,1744.0
